claim_id,exact_sentence,manuscript_location,claim_type,status,raw_source,source_sha256,protocol_commit,analysis_script,analysis_script_sha256,command,analysis_unit,sample_size,estimate,interval_or_test,assumptions,limitations,prior_work_overlap,allowed_wording,forbidden_wording,machine_verified,human_verified,notes
C004,"The Sharma and Buffalo papers are arXiv preprints, not verified peer-reviewed publications.",Related work and contribution boundary,publication_status,VERIFIED,paper/final_protocol/REFERENCE_AUDIT.csv,b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Publication-status search current through 2026-08-24.,Status may later change.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,arXiv preprints,peer-reviewed studies,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C005,"A/A experiments are also an established diagnostic in randomized online experimentation \cite{kohavi2010aa}; the identical-artifact trace repetition used here adapts that diagnostic idea, rather than importing its sampled-user inference.",Related work and contribution boundary,prior_work,VERIFIED_WITH_CAVEAT,paper/final_protocol/REFERENCE_AUDIT.csv,b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,A/A is used as a testing analogy only.,Online-experiment Type-I-error inference differs from deterministic trace repetition.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,A/A trace repetition is an adaptation of established diagnostics.,The protocol invented A/A testing.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C005A,"Rollout Cards preserves rollouts, declared views, reporting rules, and dropped-record manifests \cite{masters2026rolloutcards}.",Related work and contribution boundary,prior_work,VERIFIED,paper/final_protocol/REFERENCE_AUDIT.csv,b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The cited preprint is used for its declared evidence-record standard only.,It does not establish pairing validity for this case study.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,Rollout Cards preserves and structures agent evaluation evidence.,Rollout Cards validates same-seed stochastic coupling.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C005B,"The trace-assurance framework of Paduraru, Bouruc, and Stefanescu uses Message--Action Traces for contracts, replay, fault injection, localization, and governance \cite{paduraru2026traceassurance}.",Related work and contribution boundary,prior_work,VERIFIED,paper/final_protocol/REFERENCE_AUDIT.csv,b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The official proceedings record and paper are authoritative.,Trace assurance is not represented as a same-seed claim-admission protocol.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,"The framework supports trace contracts, replay, perturbation, localization, and governance.",The framework is equivalent to this admission engine.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C005C,AEVAL turns agent-workflow changes into deterministic evaluation-contract tests and preserves first-attempt evidence \cite{anand2026aeval}.,Related work and contribution boundary,prior_work,VERIFIED,paper/final_protocol/REFERENCE_AUDIT.csv,b3f4e50d4643cae843bd64259f62c0f2b93120474812c5c6865e647e8f6c8ec5,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The current arXiv record and manuscript are used at preprint status.,Workflow determinism does not itself prove semantic stochastic coupling.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,AEVAL provides deterministic workflow contract tests.,AEVAL supplies this statistical pairing admission map.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C005D,"These methods improve evidence preservation and workflow assurance, but none validates same-seed stochastic coupling through the within-arm/cross-arm distinction or maps a failed pairing gate to automatic suppression of a statistical claim.",Related work and contribution boundary,comparative,VERIFIED_WITH_CAVEAT,paper/final_protocol/NOVELTY_AUDIT.md;paper/final_protocol/NOVELTY_MATRIX.csv,aa6885cf2118f696caf4370af1b1ca67e99f02fb1634e2043291ccf9a986546d;69d75b44ad1bc5484a49b65666e60fb11e2ab46669c37ba26e7a3983efc03576,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,The statement is limited to the three immediately preceding close works and the audit cutoff of 2026-08-24.,It is not a universal priority claim and must be rechecked if the sources change.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,The audited close works do not combine this within/cross distinction with automatic statistical suppression.,No prior work has ever considered pairing validation.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C006,The implementation compares the SHA-256 digest and byte count of that complete recorded projection.,Definitions — Execution repeatability,procedural,VERIFIED,training/evaluate_deterministic_crn.py;paper/scripts/analyze_pevl.py,7de3b7fe96c413e41a18050e5e6bb7d0dd29d9e16715a36fe9f407dd10c437f2;acd128d3131f70a1b6aaee466e13e65b652f57077229a4260aac720f7b1b8fc8,not applicable,paper/scripts/analyze_pevl.py,acd128d3131f70a1b6aaee466e13e65b652f57077229a4260aac720f7b1b8fc8,python -B paper/scripts/analyze_pevl.py,execution trajectory,not applicable,not applicable,not applicable,Canonical trace serialization and collision-resistant SHA-256.,Raw public observations and opaque search state are excluded.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,digest and byte count of the complete recorded projection,byte-identical raw public states; full hidden-state trace,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C007,"The restricted engine lacks these event identifiers, so its evaluations cannot establish this property.",Definitions — Semantic event alignment,limitation,VERIFIED_WITH_CAVEAT,paper/protocol/PEVL_PROSPECTIVE_PROTOCOL.md,8b9329b948a054fc7252b9c2662490890e0a8439ad852393c6e25f537c8b887e,803257f102232763fc88d28c14b668f9b62eb277,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,Engine interface and retained logs are as documented.,Absence of exposed identifiers is not proof that internal events are unaligned.,No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,Level 7 cannot be established from available evidence.,Events are proven misaligned.,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C008C,"For any structurally valid evidence record, the implemented admission map is result independent, prerequisite monotone, failure dominant, projection scoped, deterministic, idempotent, and fail closed for unknown states.",Pairing-assumption validation protocol — Admission-safety proposition,admission_rule,DERIVED_BY_CHECKED_SCRIPT,paper/final_protocol/release_templates/pevl_bench/admission.py;paper/final_protocol/release_templates/tests/test_release.py,35165097a3672273508f507789747e2db2dbf8d1eb21bd6149eb60384f16c028;c8d5ce6655e66452892467560d5a27cfd693bceba716c19384f4accb20f22d97,803257f102232763fc88d28c14b668f9b62eb277,paper/final_protocol/release_templates/tests/test_release.py,c8d5ce6655e66452892467560d5a27cfd693bceba716c19384f4accb20f22d97,python -B -m pytest -q -p no:cacheprovider,evidence-state vector,6^7 exhaustive state combinations plus malformed and tamper cases,not applicable,not applicable,"The declared schema, gate order, and claim ordering define the domain.","The proposition is about the implementation, not the scientific sufficiency of every possible future gate design.",No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,the seven implemented formal properties hold over the declared domain,the engine proves all possible admission systems safe,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
C008D,"Checked property tests replace all result values, weaken every prerequisite, inject extreme favorable results after failures, remove trace-projection scope, repeat identical evaluations, exercise malformed and unknown inputs, and enumerate every combination of the six evidence states across seven gates.",Pairing-assumption validation protocol — Admission-safety proposition,procedural,DERIVED_BY_CHECKED_SCRIPT,paper/final_protocol/release_templates/tests/test_release.py,c8d5ce6655e66452892467560d5a27cfd693bceba716c19384f4accb20f22d97,803257f102232763fc88d28c14b668f9b62eb277,paper/final_protocol/release_templates/tests/test_release.py,c8d5ce6655e66452892467560d5a27cfd693bceba716c19384f4accb20f22d97,python -B -m pytest -q -p no:cacheprovider,test case and evidence-state vector,6^7 exhaustive state combinations plus targeted mutations,not applicable,not applicable,pytest completes without selection changes.,"Tests establish conformance to the declared rules, not external validity.",No priority claim; component overlap is documented in NOVELTY_AUDIT.md.,exhaustive declared-state and targeted property tests pass,testing proves the protocol universally correct,YES — source identity and exact manuscript sentence checked,NO — corresponding-author sign-off required,none
